TEXT_ID,FARM_ID,BEGIN_POP_TOTAL,ANIMAL_IN,DEATH_CULLING_TOTAL,BARN,RAISE_WEEK,RAISE_DAY,BEGIN_POP,FEED_INTAKE_ACTUAL,FEED_TYPE,FEED_INTAKE_STD,ESTIMATED_WEIGHT,CALCULATED_RAISING_WEEK,CALCULATED_RAISING_DAY,START_RAISING_DATE,CREATED_AT,PARENT_BARN,MIN_INDOOR_TEMPERATURE,MAX_INDOOR_TEMPERATURE,MIN_OUTDOOR_TEMPERATURE,MAX_OUTDOOR_TEMPERATURE,DISEASE_NAME_ENGLISH,AFFECTED_COUNT,AFFECTED_PERCENT,DAILY_BEGIN_POP,EXTRACTED_VACCINES,VACCINATION,BRAN_WAREHOUSE,FLIES_DETECTED,GATE_DISINFECTION_PIT,INSECT_NET,LIME_CORRIDOR,RATS_DETECTED,ROUND,FLIES_MOSQUITOES_DETECTED,SPRAYING_DISINFECTANT,SPRAYING_FLY_POISON,SPRINKLING_RAT_BAIT,WILD_ANIMALS_DETECTED,ACTUAL_FOOD_COMES,ACTUAL_PEOPLE_ENTERING,ACTUAL_SUPPLIES,ACTUAL_VEHICLES_ENTERING,PLAN_FOOD_COMES,PLAN_ON_DATE,PLAN_PEOPLE_ENTERING,PLAN_SUPPLIES,PLAN_VEHICLES_ENTERING,ALERT_TOPIC,ALERT_TYPE,REASON,REASON_CATEGORY,RESPIRATORY_PERCENT,RESPIRATORY_PERCENT_FLAG,RESPIRATORY_FLAG,WEATHER_CHANGE_FLAG,TEMP_SWING_FLAG,HUMID_WEATHER_FLAG,HOT_DAY_FLAG,COLD_NIGHT_FLAG,RESPIRATORY_PERCENT_CATEGORY,RESPIRATORY_SEVERITY_LEVEL,FEED_X_AGE,RESP_SEVERITY,TEMP_DIFF,HEAT_STRESS,REASON_SCORE,BARN_TARGET_ENC
d2e8525f1e9915c24c8d,acaee1bf46e7afb9f6f6,5520.0,0.0,3.0,C3,14.0,92.0,480.0,1.44,XK120SF-K,1.64,98.0,14.0,92.0,0026-01-25,57:25.1,Unknown,17.0,26.0,16.0,28.0,Paralysis,0.0,0.0,470.0,"[
  ""DT1"",
  ""LMLM1"",
  ""LMLM2""
]",DT1 + LMLM1 + LMLM2,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1.0,Unknown,0.0,Unknown,Unknown,0.0,Unknown,0.0,Flock Performance,Mortality Daily,co giật,other,,0,0,0,0,0,0,0,no_percentage_reported,no_value,132.48,,12.0,0,0.0,92.07407407407408
3c7d94daa138af63f62c,0153f68a32d0db8e82c1,1665.0,0.0,3.0,C2,27.0,187.0,623.0,2.0,XK120SF,3.02,109.0,27.0,187.0,0003-11-24,46:14.7,Unknown,18.0,25.0,14.0,25.0,Paralysis,0.0,0.0,675.0,"[
  ""FMD1"",
  ""FMD2"",
  ""CSF1""
]","FMD 1,FMD 2,CSF 1",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1.0,Unknown,0.0,Unknown,Unknown,0.0,Unknown,0.0,Animal Health,Pneumonia Daily,thời tiết thay đổi,weather_change,,0,0,0,0,0,0,0,no_percentage_reported,no_value,374.0,,11.0,0,0.1,97.30566037735849
ae067dfa0a1f04445d0b,21352dede9b700e959a6,2656.0,0.0,1.0,C1,25.0,171.0,625.0,2.32,XK120F-H,2.96,90.0,25.0,171.0,0023-11-24,59:27.2,Unknown,27.0,30.0,22.0,29.0,Fever,0.0,0.0,627.0,"[
  ""FMD1"",
  ""FMD2"",
  ""CSF1""
]","FMD 1,FMD 2,CSF 1",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1.0,Unknown,0.0,Unknown,Unknown,0.0,Unknown,0.0,Animal Health,Pneumonia Daily,thời tiết thay đổi,weather_change,,0,0,0,0,0,0,0,no_percentage_reported,no_value,396.71999999999997,,7.0,0,0.1,94.4326923076923
a7bf3f7e82338368da27,adc14c1f8845611b3854,3500.0,0.0,0.0,C4,9.0,58.0,901.0,0.98,Xk110FT,0.96,98.0,25.0,170.0,Unknown,34:51.2,Unknown,20.0,27.0,19.0,24.0,Unknown,0.0,0.0,616.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1.0,Unknown,0.0,Unknown,Unknown,0.0,Unknown,0.0,Flock Performance,FI Daily,"hiện trại đã mở bán sang chuồng c4 nên phải giảm cám,   ",feed_issue,,0,0,0,0,0,0,0,no_percentage_reported,no_value,56.839999999999996,,5.0,0,0.05,91.5
3c7d94daa138af63f62c,0153f68a32d0db8e82c1,1665.0,0.0,3.0,C2,27.0,187.0,623.0,2.0,XK120SF,3.02,109.0,27.0,187.0,0003-11-24,46:14.7,Unknown,18.0,25.0,14.0,25.0,Fever,0.0,0.0,675.0,"[
  ""FMD1"",
  ""FMD2"",
  ""CSF1""
]","FMD 1,FMD 2,CSF 1",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1.0,Unknown,0.0,Unknown,Unknown,0.0,Unknown,0.0,Animal Health,Paralysis Daily,fmd giai đoạn tuần tuổi 16 đến 20,other,,0,0,0,0,0,0,0,no_percentage_reported,no_value,374.0,,11.0,0,0.0,97.30566037735849
3c7d94daa138af63f62c,0153f68a32d0db8e82c1,1665.0,0.0,3.0,C1,27.0,185.0,0.0,2.07,XK120SF,3.02,98.0,27.0,187.0,0003-11-24,46:14.7,Unknown,18.0,25.0,14.0,25.0,Convulsion,0.0,0.0,676.0,"[
  ""FMD1"",
  ""FMD2"",
  ""CSF1""
]","FMD 1,FMD 2,CSF 1",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1.0,Unknown,0.0,Unknown,Unknown,0.0,Unknown,0.0,Animal Health,Pneumonia Daily,"thời tiết thay đổi thất thường,    độ ẩm cao",weather_change,,0,0,0,0,0,0,0,no_percentage_reported,no_value,382.95,,11.0,0,0.1,94.4326923076923
e6d4f532194a36116f5e,acaee1bf46e7afb9f6f6,5587.0,0.0,3.0,C1,8.0,54.0,470.0,2.1,Unknown,2.9450000000000003,98.0,8.0,54.0,0026-01-25,12:35.0,Unknown,18.0,25.0,15.0,25.0,Sudden death,0.0,0.0,470.0,"[
  ""DT1"",
  ""LMLM1"",
  ""PRRS"",
  ""DT2"",
  ""LMLM2""
]",DT1 + LMLM1 + PRRS + DT2 + LMLM2,Pass,False,Unknown,Pass,Pass,False,2.0,False,có,Unknown,Unknown,False,True,1.0,False,0.0,False,00:00.0,0.0,False,1.0,Flock Performance,Mortality Daily,chướng bụng và viêm phổi lâu ngày,other,,0,0,0,0,0,0,0,no_percentage_reported,no_value,113.4,,10.0,0,0.0,94.4326923076923
3c7d94daa138af63f62c,0153f68a32d0db8e82c1,1665.0,0.0,3.0,C3,26.0,181.0,566.0,2.12,XK120SF,3.02,96.0,26.0,180.0,0008-11-24,46:14.7,Unknown,18.0,25.0,14.0,25.0,Paralysis,0.0,0.0,566.0,"[
  ""FMD1"",
  ""FMD2"",
  ""CSF1""
]","FMD 1,FMD 2,CSF 1",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1.0,Unknown,0.0,Unknown,Unknown,0.0,Unknown,0.0,Flock Performance,FI Daily,cám ăn hết sớm,feed_issue,,0,0,0,0,0,0,0,no_percentage_reported,no_value,383.72,,11.0,0,0.05,92.07407407407408
ab3017ad5d2a52710b3e,21352dede9b700e959a6,2656.0,0.0,1.0,C2,25.0,170.0,680.0,2.26,XK120F-H,2.95,92.0,25.0,170.0,0023-11-24,46:26.9,Unknown,26.0,30.0,22.0,28.0,Fever,0.0,0.0,680.0,"[
  ""FMD1"",
  ""FMD2"",
  ""CSF1""
]","FMD 1,FMD 2,CSF 1",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1.0,Unknown,0.0,Unknown,Unknown,0.0,Unknown,0.0,Flock Performance,FI Daily,lợn hô hấp 5%,respiratory_issue,5.0,1,1,0,0,0,0,0,percentage_reported,medium,384.2,0.05,6.0,0,0.2,97.30566037735849
75dc1bceaec9d89281dd,7d3b4b3eda6633386a77,2336.0,0.0,1.0,C1,24.0,165.0,570.0,2.73,XK120SF-H,2.9,98.0,24.0,165.0,0015-08-24,06:22.8,Unknown,18.0,25.0,15.0,25.0,Fever,0.0,0.0,570.0,Unknown,SFV1 và 139,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1.0,Unknown,0.0,Unknown,Unknown,0.0,Unknown,0.0,Flock Performance,FI Daily,a,other,,0,0,0,0,0,0,0,no_percentage_reported,no_value,450.45,,10.0,0,0.0,94.4326923076923
3c7d94daa138af63f62c,0153f68a32d0db8e82c1,1665.0,0.0,3.0,C1,27.0,185.0,0.0,2.07,XK120SF,3.02,98.0,27.0,187.0,0003-11-24,46:14.7,Unknown,18.0,25.0,14.0,25.0,Sudden death,0.0,0.0,676.0,"[
  ""FMD1"",
  ""FMD2"",
  ""CSF1""
]","FMD 1,FMD 2,CSF 1",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1.0,Unknown,0.0,Unknown,Unknown,0.0,Unknown,0.0,Flock Performance,Estimated Weight,fmd giai đoạn tuần tuổi vỗ béo,other,,0,0,0,0,0,0,0,no_percentage_reported,no_value,382.95,,11.0,0,0.0,94.4326923076923
afe57022cd7de226bb69,f5eb48e8d5b03cee65a1,1903.0,0.0,0.0,C1,27.0,184.0,590.0,2.95,Xk120FH,3.02,98.0,27.0,183.0,0022-09-24,09:05.4,Unknown,18.0,25.0,15.0,25.0,Arthritis,0.0,0.0,590.0,"[
  ""SFV"",
  ""FMD1"",
  ""FMD2""
]","SFV, FMD1 , FMD2",Unknown,False,Pass,Unknown,Unknown,False,1.0,Unknown,Unknown,Unknown,Unknown,Unknown,False,0.0,False,0.0,False,00:00.0,0.0,False,0.0,Flock Performance,Mortality Daily,chướng bụng và viêm phổi lâu ngày,other,,0,0,0,0,0,0,0,no_percentage_reported,no_value,542.8000000000001,,10.0,0,0.0,94.4326923076923
e6be33c3f94df616af59,b8b3e29418cef190a8df,2670.0,0.0,1.0,C3,16.0,110.0,461.0,2.08,XK120SF-KT,2.06,98.0,16.0,110.0,0018-01-25,21:00.0,Unknown,25.0,30.0,23.0,29.0,Convulsion,0.0,0.0,461.0,"[
  ""SFV1"",
  ""FMD1"",
  ""FMD2""
]","SFV1 + FMD1, FMD2",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1.0,Unknown,0.0,Unknown,Unknown,0.0,Unknown,0.0,Flock Performance,FI Daily,"lợn ăn tốt hết cám sớm,   cho lợn ăn thêm theo memo ban hành không vượt quá 20%",feed_issue,20.0,1,0,0,0,0,0,0,percentage_reported,high,228.8,0.2,6.0,0,0.05,92.07407407407408
3c7d94daa138af63f62c,0153f68a32d0db8e82c1,1665.0,0.0,3.0,C2,27.0,187.0,623.0,2.0,XK120SF,3.02,109.0,27.0,187.0,0003-11-24,46:14.7,Unknown,18.0,25.0,14.0,25.0,Arthritis,0.0,0.0,675.0,"[
  ""FMD1"",
  ""FMD2"",
  ""CSF1""
]","FMD 1,FMD 2,CSF 1",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1.0,Unknown,0.0,Unknown,Unknown,0.0,Unknown,0.0,Flock Performance,FI Daily,chuyển từ cám xk120sf-x sang xk120f-h,feed_issue,,0,0,0,0,0,0,0,no_percentage_reported,no_value,374.0,,11.0,0,0.05,97.30566037735849
7d85ced9743a4b61122e,acaee1bf46e7afb9f6f6,5543.0,0.0,1.0,C8C,9.0,63.0,170.0,0.97,XK110FT,1.04,98.0,9.0,63.0,0009-02-25,46:36.9,Unknown,17.0,24.0,14.0,20.0,Arthritis,0.0,0.0,153.0,"[
  ""DT1"",
  ""LMLM1"",
  ""PRRS"",
  ""DT2"",
  ""LMLM2""
]",DT1 + LMLM1 + PRRS + DT2 + LMLM2,Pass,False,Unknown,Pass,Pass,False,2.0,False,có,Unknown,Unknown,False,Unknown,1.0,Unknown,0.0,Unknown,Unknown,0.0,Unknown,0.0,Flock Performance,Mortality Total,co giật,other,,0,0,0,0,0,0,0,no_percentage_reported,no_value,61.11,,6.0,0,0.0,98.0
b7f293394276432d1a62,0153f68a32d0db8e82c1,1665.0,0.0,3.0,C1,27.0,185.0,0.0,2.07,XK120SF,3.02,98.0,27.0,187.0,0003-11-24,42:18.1,Unknown,18.0,25.0,14.0,25.0,Fever,0.0,0.0,676.0,"[
  ""FMD1"",
  ""FMD2"",
  ""CSF1""
]","FMD 1,FMD 2,CSF 1",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1.0,Unknown,0.0,Unknown,Unknown,0.0,Unknown,0.0,Animal Health,Pneumonia Daily,do thời tiết thay đổi,weather_change,,0,0,0,0,0,0,0,no_percentage_reported,no_value,382.95,,11.0,0,0.1,94.4326923076923
15557e59abf490afc9e0,acaee1bf46e7afb9f6f6,5556.0,0.0,4.0,C11,7.0,49.0,495.0,0.57,Milac+XK110F,0.72,98.0,8.0,53.0,0017-02-25,44:47.4,Unknown,23.0,29.0,22.0,27.0,Convulsion,0.0,0.0,490.0,"[
  ""DT1"",
  ""LMLM1"",
  ""LMLM2""
]",DT1 + LMLM1 + LMLM2,Unknown,False,Pass,Unknown,Unknown,False,1.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1.0,Unknown,0.0,Unknown,Unknown,0.0,Unknown,0.0,Flock Performance,Mortality Total,chết đột tử,other,,0,0,0,0,0,0,0,no_percentage_reported,no_value,27.929999999999996,,5.0,0,0.0,98.0
bc2cbe41cb9ac5c19c8e,7d3b4b3eda6633386a77,2413.0,0.0,1.0,C3,13.0,90.0,592.0,1.76,XK120SF-K,1.64,98.0,13.0,90.0,0008-02-25,09:39.8,Unknown,22.0,29.0,20.0,30.0,Fever,0.0,0.0,592.0,"[
  ""FMD1"",
  ""FMD2"",
  ""CSF1""
]","FMD 1,FMD 2,CSF 1",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1.0,Unknown,0.0,Unknown,Unknown,0.0,Unknown,0.0,Flock Performance,FI Daily,"phát hiện lượng cám ăn trong ngày hết sớm khoảng 13h-14h ,    nguyên nhân do sức khoẻ đàn tốt,   ",feed_issue,,0,0,0,0,0,0,0,no_percentage_reported,no_value,158.4,,10.0,0,0.05,92.07407407407408
3c7d94daa138af63f62c,0153f68a32d0db8e82c1,1665.0,0.0,3.0,C1,27.0,185.0,0.0,2.07,XK120SF,3.02,98.0,27.0,187.0,0003-11-24,46:14.7,Unknown,18.0,25.0,14.0,25.0,Paralysis,0.0,0.0,676.0,"[
  ""FMD1"",
  ""FMD2"",
  ""CSF1""
]","FMD 1,FMD 2,CSF 1",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1.0,Unknown,0.0,Unknown,Unknown,0.0,Unknown,0.0,Animal Health,Pneumonia Daily,thời tiết thay đổi,weather_change,,0,0,0,0,0,0,0,no_percentage_reported,no_value,382.95,,11.0,0,0.1,94.4326923076923
cc4f3c579ad0958bccc4,83108fcb4b91a2cffb80,2037.0,0.0,1.0,C2,23.0,159.0,616.0,2.92,XK120F-H,2.84,98.0,23.0,159.0,0029-11-24,46:00.6,Unknown,21.0,26.0,19.0,30.0,Fever,0.0,0.0,616.0,"[
  ""FMD1"",
  ""FMD2"",
  ""CSF1""
]","FMD 1,FMD 2,CSF 1",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1.0,Unknown,0.0,Unknown,Unknown,0.0,Unknown,0.0,Animal Health,Pneumonia Daily,thời tiết thay đổi,weather_change,,0,0,0,0,0,0,0,no_percentage_reported,no_value,464.28,,11.0,0,0.1,97.30566037735849
3c7d94daa138af63f62c,0153f68a32d0db8e82c1,1665.0,0.0,3.0,C4,26.0,181.0,479.0,2.66,XK120SF,3.02,90.0,26.0,180.0,0008-11-24,46:14.7,Unknown,18.0,25.0,14.0,25.0,Fever,0.0,0.0,481.0,"[
  ""FMD1"",
  ""FMD2"",
  ""CSF1""
]","FMD 1,FMD 2,CSF 1",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1.0,Unknown,0.0,Unknown,Unknown,0.0,Unknown,0.0,Animal Health,Pneumonia Daily,thời tiết ngày đêm chênh lệch nhiều lợn gặp vẫn hô hấp,respiratory_issue,,0,1,0,0,0,0,0,no_percentage_reported,no_value,481.46000000000004,,11.0,0,0.2,91.5
4f642c1533df418418cb,f5eb48e8d5b03cee65a1,1923.0,0.0,0.0,C1,18.0,121.0,600.0,2.12,Xk120SFK,2.22,98.0,18.0,122.0,0022-09-24,18:12.1,Unknown,18.0,25.0,15.0,25.0,Paralysis,0.0,0.0,600.0,Unknown,"SFV,FMD",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.0,Unknown,Unknown,Unknown,Unknown,Unknown,False,3.0,False,1.0,False,00:00.0,0.0,False,0.0,Flock Performance,Mortality Daily,do đang có dịch,other,,0,0,0,0,0,0,0,no_percentage_reported,no_value,256.52000000000004,,10.0,0,0.0,94.4326923076923
3c7d94daa138af63f62c,0153f68a32d0db8e82c1,1665.0,0.0,3.0,C1,27.0,185.0,0.0,2.07,XK120SF,3.02,98.0,27.0,187.0,0003-11-24,46:14.7,Unknown,18.0,25.0,14.0,25.0,Sudden death,0.0,0.0,676.0,"[
  ""FMD1"",
  ""FMD2"",
  ""CSF1""
]","FMD 1,FMD 2,CSF 1",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1.0,Unknown,0.0,Unknown,Unknown,0.0,Unknown,0.0,Animal Health,Pneumonia Daily,"+ sức khỏe đàn sốt 
+tỉ lệ hô hấp 7%
+ nên thực tế ăn dưới tiêu chuẩn",respiratory_issue,7.0,1,1,0,0,0,0,0,percentage_reported,high,382.95,0.07,11.0,0,0.2,94.4326923076923
3c7d94daa138af63f62c,0153f68a32d0db8e82c1,1665.0,0.0,3.0,C1,27.0,185.0,0.0,2.07,XK120SF,3.02,98.0,27.0,187.0,0003-11-24,46:14.7,Unknown,18.0,25.0,14.0,25.0,Fever,0.0,0.0,676.0,"[
  ""FMD1"",
  ""FMD2"",
  ""CSF1""
]","FMD 1,FMD 2,CSF 1",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1.0,Unknown,0.0,Unknown,Unknown,0.0,Unknown,0.0,Animal Health,Pneumonia Daily,"do thay đổi thời tiết,    phát sinh viêm phổi cá thể",weather_change,,0,0,1,0,0,0,0,no_percentage_reported,no_value,382.95,,11.0,0,0.1,94.4326923076923
3c7d94daa138af63f62c,0153f68a32d0db8e82c1,1665.0,0.0,3.0,C4,26.0,181.0,479.0,2.66,XK120SF,3.02,90.0,26.0,180.0,0008-11-24,46:14.7,Unknown,18.0,25.0,14.0,25.0,Convulsion,0.0,0.0,481.0,"[
  ""FMD1"",
  ""FMD2"",
  ""CSF1""
]","FMD 1,FMD 2,CSF 1",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1.0,Unknown,0.0,Unknown,Unknown,0.0,Unknown,0.0,Flock Performance,FI Daily,"+ sức khỏe đàn sốt 
+tỉ lệ hô hấp 7%
+ nên thực tế ăn dưới tiêu chuẩn",respiratory_issue,7.0,1,1,0,0,0,0,0,percentage_reported,high,481.46000000000004,0.07,11.0,0,0.2,91.5
5010278dcb6f8a34d37b,f5eb48e8d5b03cee65a1,1916.0,0.0,0.0,C2,20.0,139.0,599.0,2.55,Xk120SFXT,2.59,98.0,20.0,140.0,0022-09-24,23:36.8,Unknown,18.0,25.0,15.0,25.0,Pneumonia,0.0,0.0,599.0,Unknown,"SFV, FMD1 , FMD2",Pass,True,Unknown,Pass,Pass,False,2.0,Unknown,Unknown,Unknown,Unknown,Unknown,False,0.0,False,0.0,False,00:00.0,0.0,False,0.0,Animal Health,Pneumonia Daily,"do trại thiếu công nhân,    nên vệ sinh điều chỉnh độ thông thoáng chưa tốt,   ",other,,0,0,0,0,0,0,0,no_percentage_reported,no_value,354.45,,10.0,0,0.0,97.30566037735849
1dea96f7ee51e10ab845,b155287fe3250a7b5334,2233.0,0.0,1.0,C3,22.0,151.0,806.0,2.83,xk120sfx,2.86,92.0,22.0,151.0,0005-12-24,16:36.0,Unknown,22.0,26.0,22.0,28.0,Arthritis,0.0,0.0,850.0,"[
  ""DT"",
  ""LMLM"",
  ""LMLM2""
]","DT+LMLM,LMLM2",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1.0,Unknown,0.0,Unknown,Unknown,0.0,Unknown,0.0,Animal Health,Pneumonia Daily,"heo bị hô hấp 2,   83%,    nguyên nhân tìm thấy,    thay đổi thời tiết",respiratory_issue,83.0,1,1,1,0,0,0,0,percentage_reported,high,427.33,0.83,6.0,0,0.2,92.07407407407408
4086c80965f46aaf33e0,7fa9fda836f2dfac86e3,2207.0,0.0,0.0,C2,28.0,190.0,734.0,2.94,XK120F-H,3.02,121.0,27.0,189.0,0029-10-24,51:00.7,Unknown,22.0,30.0,22.0,30.0,Convulsion,0.0,0.0,734.0,"[
  ""SFV1"",
  ""FMD1""
]","SFV1 và FMD 1,2",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1.0,Unknown,0.0,Unknown,Unknown,0.0,Unknown,0.0,Animal Health,Pneumonia Daily,"+ sức khỏe đàn sốt 
+tỉ lệ hô hấp 7%
+ nên thực tế ăn dưới tiêu chuẩn",respiratory_issue,7.0,1,1,0,0,0,0,0,percentage_reported,high,558.6,0.07,8.0,0,0.2,97.30566037735849
3c7d94daa138af63f62c,0153f68a32d0db8e82c1,1665.0,0.0,3.0,C2,27.0,187.0,623.0,2.0,XK120SF,3.02,109.0,27.0,187.0,0003-11-24,46:14.7,Unknown,18.0,25.0,14.0,25.0,Convulsion,0.0,0.0,675.0,"[
  ""FMD1"",
  ""FMD2"",
  ""CSF1""
]","FMD 1,FMD 2,CSF 1",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1.0,Unknown,0.0,Unknown,Unknown,0.0,Unknown,0.0,Animal Health,Paralysis Daily,lợn bị prrs,disease_outbreak,,0,0,0,0,0,0,0,no_percentage_reported,no_value,374.0,,11.0,0,0.25,97.30566037735849
1fce09fb6ee437bf6ef0,ab836409a2514b0f1240,1837.0,0.0,0.0,C2,25.0,171.0,330.0,2.86,XK120F-H,2.92,98.0,25.0,171.0,0031-08-24,03:44.0,Unknown,18.0,25.0,15.0,25.0,Paralysis,3.0,0.8,330.0,Unknown,"SFV1+Circo, FMD",Unknown,False,Pass,Unknown,Unknown,False,1.0,Unknown,Unknown,Unknown,Unknown,Unknown,False,0.0,False,0.0,False,00:00.0,3.0,False,3.0,Flock Performance,Mortality Total,chuồng này nhiễm asf trước đó,other,,0,0,0,0,0,0,0,no_percentage_reported,no_value,489.06,,10.0,0,0.0,97.30566037735849
b24ba5b4b48c81d7d898,b8b3e29418cef190a8df,2674.0,0.0,0.0,C4,14.0,96.0,459.0,1.22,XK120SF-K,1.77,98.0,25.0,170.0,Unknown,55:14.3,Unknown,22.0,29.0,20.0,31.0,Unknown,0.0,0.0,616.0,Unknown,Unknown,Unknown,False,Pass,Unknown,Unknown,False,1.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1.0,Unknown,0.0,Unknown,Unknown,0.0,Unknown,0.0,Flock Performance,FI Daily,đã cho ăn bằng tiêu chuẩn thực tế mới,other,,0,0,0,0,0,0,0,no_percentage_reported,no_value,117.12,,11.0,0,0.0,91.5
1420f86b5bbf55e40cab,a05b9f61653b8c65d52a,2560.0,0.0,0.0,C4,19.0,133.0,626.0,2.55,xk120sf-x,2.56,67.0,19.0,133.0,0028-12-24,32:24.5,Unknown,16.0,19.0,15.0,20.0,Convulsion,0.0,0.0,616.0,"[
  ""SFV"",
  ""FMD"",
  ""FMD2"",
  ""PRRS""
]","SFV+FMD,FMD2,PRRS",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1.0,Unknown,0.0,Unknown,Unknown,0.0,Unknown,0.0,Flock Performance,FI Daily,thời tiết ngày đêm chênh lệch nhiều lợn gặp vẫn hô hấp,respiratory_issue,,0,1,0,0,0,0,0,no_percentage_reported,no_value,339.15,,5.0,0,0.2,91.5
4c750c08f1bbcae093af,cb7d026aa5324c6c1523,1665.0,0.0,1.0,C5,24.0,168.0,590.0,2.1,Unknown,2.9450000000000003,98.0,12.0,79.0,0022-01-25,15:43.3,Unknown,22.0,25.0,22.0,27.0,Sudden death,0.0,0.0,492.0,"[
  ""SFV"",
  ""FMD1"",
  ""FMD2""
]",SFV+FMD1+FMD2,Unknown,False,Pass,Unknown,Unknown,False,1.0,False,có,ngày 04/03 đã gửi ảnh,ngày 26/2/25 gửi ảnh hoàn thành vào buổi chiều,False,Unknown,1.0,Unknown,0.0,Unknown,Unknown,0.0,Unknown,0.0,Flock Performance,Mortality Total,chết đột tử,other,,0,0,0,0,0,0,0,no_percentage_reported,no_value,352.8,,5.0,0,0.0,92.66666666666667
3c7d94daa138af63f62c,0153f68a32d0db8e82c1,1665.0,0.0,3.0,C1,27.0,185.0,0.0,2.07,XK120SF,3.02,98.0,27.0,187.0,0003-11-24,46:14.7,Unknown,18.0,25.0,14.0,25.0,Arthritis,0.0,0.0,676.0,"[
  ""FMD1"",
  ""FMD2"",
  ""CSF1""
]","FMD 1,FMD 2,CSF 1",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1.0,Unknown,0.0,Unknown,Unknown,0.0,Unknown,0.0,Flock Performance,FI Daily,"nhiễm prrs,    tổng đàn hô hấp 10-15%,    lượng cám tiếp nhận thấp",respiratory_issue,12.5,1,1,0,0,0,0,0,percentage_reported,high,382.95,0.125,11.0,0,0.2,94.4326923076923
